,Network,User,Date,Text,Positive,Neutral,Negative,Compound
128,@FoxNews,Ayngel Boshemia,Thu Nov 02 00:05:58 +0000 2017,"@debrablueeyes @bisepost1 @FoxNews @CNN Whoever sacrifices to any god, except the Lord alone, shall be doomed. Exodus 22:19",0.09,0.644,0.266,-0.6249
129,@FoxNews,Richard S. Kimball,Thu Nov 02 00:05:57 +0000 2017,"RT @bob_bouchet: @TweeterMoses @FoxNews what does a program for diversity mean?

""we are hiring only ppl born on Tuesdays and screw all the…",0.0,0.938,0.062,-0.1027
130,@FoxNews,Robert Watson,Thu Nov 02 00:05:57 +0000 2017,"RT @FoxNews: Paul: ""Maybe we should stop certain countries from sending people here for awhile. It's not like you have a right to move to o…",0.074,0.774,0.152,-0.2982
131,@FoxNews,You Started It,Thu Nov 02 00:05:57 +0000 2017,"RT @FoxNews: .@POTUS: ""I am today starting the process of terminating the Diversity Lottery Program."" https://t.co/Ov5e9C1dKI",0.0,1.0,0.0,0.0
132,@FoxNews,Mariam ?,Thu Nov 02 00:05:56 +0000 2017,"@jaketapper ""Allah Akbar"" literally means ""god is great"" in Arabic, don't the majority of ppl in @FoxNews along wit… https://t.co/EQRmVaxx7y",0.256,0.744,0.0,0.7351
133,@FoxNews,Cristina Ortiz,Thu Nov 02 00:05:56 +0000 2017,RT @jaketapper: .@FoxNews chooses instead to deliberately lie about what I said. Following the slime-coated path of @DailyCaller and @infow…,0.0,1.0,0.0,0.0
134,@FoxNews,Cathy Linefsky,Thu Nov 02 00:05:56 +0000 2017,"@TotalyNotHitler @KeithOlbermann @FoxNews You already “won” last November. From what most are seeing, you’re mostly… https://t.co/l4iF0de9Oc",0.0,1.0,0.0,0.0
135,@FoxNews,Big Al,Thu Nov 02 00:05:56 +0000 2017,"RT @FoxNews: Nunes on #Trump dossier: ""The whole idea that Republicans started this dossier - we have absolutely no evidence of that."" #The…",0.0,0.894,0.106,-0.3597
136,@FoxNews,Steven R.,Thu Nov 02 00:05:55 +0000 2017,"@_LilMissThang_ @FoxNews Your shock is, less than genuine?",0.0,0.729,0.271,-0.3818
137,@FoxNews,Scrambull ?,Thu Nov 02 00:05:55 +0000 2017,"RT @FoxNews: Nunes on #Trump dossier: ""The whole idea that Republicans started this dossier - we have absolutely no evidence of that."" #The…",0.0,0.894,0.106,-0.3597
138,@FoxNews,Geoff,Thu Nov 02 00:05:55 +0000 2017,@FoxNews @CNN Wow. Fox is simply moronic,0.304,0.4,0.296,0.0258
139,@FoxNews,MorbusMentis????,Thu Nov 02 00:05:55 +0000 2017,RT @KeithOlbermann: It is important to remember that for two decades @foxnews has been at peace with the erasure of American freedoms and w…,0.263,0.737,0.0,0.7579
140,@FoxNews,Rane,Thu Nov 02 00:05:55 +0000 2017,RT @KeithOlbermann: It is important to remember that for two decades @foxnews has been at peace with the erasure of American freedoms and w…,0.263,0.737,0.0,0.7579
141,@FoxNews,Tammie Galloy,Thu Nov 02 00:05:54 +0000 2017,"RT @FoxNews: .@POTUS: ""I am today starting the process of terminating the Diversity Lottery Program."" https://t.co/AYI2fQAdTo",0.0,1.0,0.0,0.0
142,@FoxNews,Nick Martinez,Thu Nov 02 00:05:54 +0000 2017,"RT @FoxNews: One World Trade Center is lit in red, white and blue in honor of ""freedom &amp; democracy"" after today's deadly terror attack in N…",0.206,0.613,0.181,0.2263
143,@FoxNews,randy axline,Thu Nov 02 00:05:54 +0000 2017,"@uncledanny_69 @FoxNews Too bad, his constituents must be ignorant and anti-American!",0.0,0.604,0.396,-0.7088
144,@FoxNews,Shane Schell,Thu Nov 02 00:05:54 +0000 2017,@RichSmith51667 @pinecenega @UnimpressedTX @24_7EyeRoll @flowjoe87 @FoxNews @POTUS Good thing we don't have anythin… https://t.co/WuEZkVeKaL,0.182,0.818,0.0,0.4404
145,@FoxNews,barbara allison,Thu Nov 02 00:05:53 +0000 2017,"RT @FoxNews: .@PressSec on @POTUS' use of Twitter: ""It's always a benefit for @POTUS to speak directly to the American people without...bia…",0.13,0.87,0.0,0.4588
146,@FoxNews,Resist,Thu Nov 02 00:05:53 +0000 2017,RT @KeithOlbermann: It is important to remember that for two decades @foxnews has been at peace with the erasure of American freedoms and w…,0.263,0.737,0.0,0.7579
147,@FoxNews,Darvans,Thu Nov 02 00:05:53 +0000 2017,@gsportsjunkie @debrablueeyes @bisepost1 @FoxNews @CNN Explain to us how they are NOT the same god.  Your explanati… https://t.co/NisJq4lRLQ,0.11,0.89,0.0,0.2732
148,@FoxNews,Owanna Victory,Thu Nov 02 00:05:52 +0000 2017,"RT @FoxNews: Nunes on #Trump dossier: ""The whole idea that Republicans started this dossier - we have absolutely no evidence of that."" #The…",0.0,0.894,0.106,-0.3597
149,@FoxNews,Anglo/Saxons & Trump,Thu Nov 02 00:05:52 +0000 2017,"@FoxNews @FBI So FBI 'wants' info so they can fucking sit on it or hide it? Fool me once, you SOB's @FBI",0.0,0.813,0.187,-0.5574
150,@FoxNews,SOTEX 2239?,Thu Nov 02 00:05:52 +0000 2017,@sevenafterfour @jacuzzigal @SoulMuzik1 @Asht0ny @FoxNews @POTUS I think you need to move to a country that more su… https://t.co/170LLME4vY,0.0,1.0,0.0,0.0
151,@FoxNews,Tortured D.C. Fan,Thu Nov 02 00:05:52 +0000 2017,RT @jaketapper: .@FoxNews chooses instead to deliberately lie about what I said. Following the slime-coated path of @DailyCaller and @infow…,0.0,1.0,0.0,0.0
152,@FoxNews,ericrunner,Thu Nov 02 00:05:51 +0000 2017,@FoxNews @CNN Talk about cherry picking and spinning a comment/taking it out of context—-you all win the prize for… https://t.co/iawht6Hy6h,0.295,0.705,0.0,0.7964
153,@FoxNews,Linda Garriss,Thu Nov 02 00:05:51 +0000 2017,"RT @JackBones10: Grassley introduces new FARA legislation amid Manafort indictment, Podesta probe via the @FoxNews app https://t.co/CVrjAT9…",0.0,1.0,0.0,0.0
154,@FoxNews,Main Street Muse,Thu Nov 02 00:05:51 +0000 2017,LOL! First time Clarence speaks to to Ingraham on @FoxNews. No bias there... https://t.co/rYyfSsxOEz,0.192,0.597,0.211,0.3016
155,@FoxNews,MaryAnn Schorfhaar,Thu Nov 02 00:05:51 +0000 2017,"@Wm_Gattis @THeinrich22 @JosephOmoOsagi1 @FoxNews @CNN Muhammad's history is clear. He was a thief, murderer, sexua… https://t.co/GVQ8Pv5gEN",0.115,0.531,0.354,-0.7506
156,@FoxNews,Scott Francis ?,Thu Nov 02 00:05:51 +0000 2017,RT @jaketapper: .@FoxNews chooses instead to deliberately lie about what I said. Following the slime-coated path of @DailyCaller and @infow…,0.0,1.0,0.0,0.0
157,@FoxNews,Greg Woolley,Thu Nov 02 00:05:51 +0000 2017,"Maybe get your facts from Law Enforcement instead of @foxnews , dumbass! https://t.co/P9NI5z2AC6",0.0,0.739,0.261,-0.5983
158,@FoxNews,E.j.boudreaux,Thu Nov 02 00:05:51 +0000 2017,"RT @FoxNews: Trump vows to end non merit-base immigration, punish 'animals' who commit terror (via @josephweber19)  https://t.co/0gt4e3QrCn",0.096,0.609,0.296,-0.6808
159,@FoxNews,Illinois&Chiraqtruth,Thu Nov 02 00:05:50 +0000 2017,@TuckerCarlson @FoxNews Yeah no shite,0.297,0.405,0.297,0.0
160,@FoxNews,Carolyn Kleinpeter,Thu Nov 02 00:05:50 +0000 2017,"RT @FoxNews: Paul: ""Maybe we should stop certain countries from sending people here for awhile. It's not like you have a right to move to o…",0.074,0.774,0.152,-0.2982
161,@FoxNews,Lorraine Dingey,Thu Nov 02 00:05:50 +0000 2017,@RichAmericanDoc @SheriffClarke @seanhannity @FoxNews @FoxBusiness @foxandfriends Do you know what the word depraved means?? That’s you,0.0,1.0,0.0,0.0
162,@FoxNews,Trump Lies Again!,Thu Nov 02 00:05:50 +0000 2017,"@FoxNews @Slate August 2017: Trump Told Fox News to Frame Dems for Seth Rich Murder, Lawsuit Claims… https://t.co/aYFOqB0VNK",0.143,0.595,0.262,-0.4588
163,@FoxNews,Anjana Roy,Thu Nov 02 00:05:50 +0000 2017,@jaketapper @FoxNews @DailyCaller @infowars It would be great if other reporters &amp; network start pointing out daily… https://t.co/XvjkcbfjyT,0.194,0.806,0.0,0.6249
164,@FoxNews,DeplorablePoppinator,Thu Nov 02 00:05:50 +0000 2017,"RT @FoxNews: .@IngrahamAngle: Americans are not going to accept radical Islamic terrorism as the ""new normal"" https://t.co/elW7gg5xBb",0.0,0.689,0.311,-0.7772
165,@FoxNews,Louie,Thu Nov 02 00:05:50 +0000 2017,@jaketapper @FoxNews @DailyCaller @infowars It's not fox that is sick it's you,0.0,0.769,0.231,-0.5106
166,@FoxNews,Unified Me,Thu Nov 02 00:05:49 +0000 2017,@Ttutt110 @SheriffClarke @seanhannity @FoxNews @FoxBusiness @foxandfriends @POTUS He is not a sheriff and should no… https://t.co/8Aegp1k285,0.0,1.0,0.0,0.0
167,@FoxNews,Vote Trump,Thu Nov 02 00:05:49 +0000 2017,"RT @FoxNews: Nunes on #Trump dossier: ""The whole idea that Republicans started this dossier - we have absolutely no evidence of that."" #The…",0.0,0.894,0.106,-0.3597
168,@FoxNews,Stanley Orlek,Thu Nov 02 00:05:49 +0000 2017,@TrumpsSuckBalls @SHERRYLGODFREY1 @FoxNews @KatiePavlich @NYCMayor If I did one of these on Hillary it would make T… https://t.co/cyG9GjaGnb,0.0,1.0,0.0,0.0
169,@FoxNews,Getty,Thu Nov 02 00:05:49 +0000 2017,"@stop_ur_crap @FoxNews @WilliamJBennett Odd. The left is afraid of guns, not the people who use them to break the law.",0.0,0.892,0.108,-0.3182
170,@FoxNews,Michael Julihen,Thu Nov 02 00:05:49 +0000 2017,@FoxNews @WilliamJBennett Trust in God and in your Commander-in-Chief President Donald J. Trump. DO WHAT HE SAYS. D… https://t.co/5pcM9iLf45,0.241,0.759,0.0,0.6597
171,@FoxNews,Donna,Thu Nov 02 00:05:48 +0000 2017,@FoxNews @CNN Boycott @FoxNews  this is false and didn’t include the entire sentence.,0.089,0.753,0.158,-0.25
172,@FoxNews,Roy Ellis,Thu Nov 02 00:05:48 +0000 2017,@KeithOlbermann @FoxNews He said it,0.0,1.0,0.0,0.0
173,@FoxNews,Chris,Thu Nov 02 00:05:48 +0000 2017,@FoxNews Anything to not talk about the actual investigation into foreign intervention in an American election. You… https://t.co/0UWWaXJF4D,0.0,1.0,0.0,0.0
174,@FoxNews,Anthony E,Thu Nov 02 00:05:47 +0000 2017,@Suprmanj @eb0ni_J @tonyromano1000 @mmadwin @MartyMarty222 @WhiteHouse @SHSanders45 @seanhannity @foxandfriends… https://t.co/ArfAtioy92,0.0,1.0,0.0,0.0
175,@FoxNews,ESEE,Thu Nov 02 00:05:46 +0000 2017,@SheriffClarke @seanhannity @FoxNews @FoxBusiness @foxandfriends YOU AREN'T A SHERIFF. COSPLAY GOP!,0.0,1.0,0.0,0.0
176,@FoxNews,Herecomesthesun,Thu Nov 02 00:05:46 +0000 2017,@KeithOlbermann @FoxNews He actually did say that,0.0,1.0,0.0,0.0
177,@FoxNews,Kristine Shakhazizia,Thu Nov 02 00:05:46 +0000 2017,@FoxNews @CNN This is awful- faux news APOLOGIZE,0.192,0.539,0.269,-0.2185
178,@FoxNews,?Sunshine?,Thu Nov 02 00:05:46 +0000 2017,RT @DeborahWayman1: @FoxNews  https://t.co/5sKHYDbzsM,0.0,1.0,0.0,0.0
179,@FoxNews,Narda Chierici,Thu Nov 02 00:05:46 +0000 2017,"RT @jaketapper: @FoxNews @DailyCaller @infowars And yes, I know they do this all the time. Still, literally the day after this horrific att…",0.097,0.716,0.188,-0.5499
180,@FoxNews,Nonz,Thu Nov 02 00:05:45 +0000 2017,RT @KeithOlbermann: It is important to remember that for two decades @foxnews has been at peace with the erasure of American freedoms and w…,0.263,0.737,0.0,0.7579
181,@FoxNews,Travis Kisner,Thu Nov 02 00:05:45 +0000 2017,"RT @jaketapper: @FoxNews @DailyCaller @infowars And yes, I know they do this all the time. Still, literally the day after this horrific att…",0.097,0.716,0.188,-0.5499
182,@FoxNews,The Real Maureen E.,Thu Nov 02 00:05:45 +0000 2017,RT @jaketapper: .@FoxNews chooses instead to deliberately lie about what I said. Following the slime-coated path of @DailyCaller and @infow…,0.0,1.0,0.0,0.0
183,@FoxNews,JoAnn,Thu Nov 02 00:05:45 +0000 2017,@jaketapper .@FoxNews isn't news it's state-run propaganda. Lying is their job/motto. They are #FakeNews,0.0,0.69,0.31,-0.6597
184,@FoxNews,Dee Stewat,Thu Nov 02 00:05:45 +0000 2017,"@FoxNews Duh, it was started by Hillary Clinton, she paid for it.",0.0,1.0,0.0,0.0
185,@FoxNews,RUReady4NSA? ??,Thu Nov 02 00:05:45 +0000 2017,@jaketapper @FoxNews @DailyCaller @infowars Nice distinction but not much difference. I heard your words. Poorly ti… https://t.co/WhT896h4Te,0.112,0.888,0.0,0.2263
186,@FoxNews,William L Tunstall,Thu Nov 02 00:05:44 +0000 2017,RT @KeithOlbermann: It is important to remember that for two decades @foxnews has been at peace with the erasure of American freedoms and w…,0.263,0.737,0.0,0.7579
187,@FoxNews,"ZAZ TUROC, PhD ?",Thu Nov 02 00:05:44 +0000 2017,"RT @FoxNews: .@PressSec: ""@POTUS strongly supports making sure that the people that come here want to be here for the right reasons."" https…",0.301,0.699,0.0,0.7351
188,@FoxNews,Larry Asselin,Thu Nov 02 00:05:44 +0000 2017,@jaketapper Why wouldn’t @FoxNews get this wrong too Jake. They can’t seem to get anything else right.,0.0,0.815,0.185,-0.561
189,@FoxNews,carol@carol2017ca,Thu Nov 02 00:05:43 +0000 2017,"@CDoranHarader @FoxNewsSunday @FoxNews Totally agree with you, Doran...I've been noticing the shift..don't watch hi… https://t.co/TCEfdrOCnu",0.166,0.834,0.0,0.4201
190,@FoxNews,Sharen Carr,Thu Nov 02 00:05:43 +0000 2017,"RT @FoxNews: ""You get these radicals, and...my son is the victim"" — @SandraSmithFox's heartbreaking interview with father of NYC terror vic…",0.0,0.667,0.333,-0.8176
191,@FoxNews,The Real Maureen E.,Thu Nov 02 00:05:43 +0000 2017,"RT @jaketapper: @FoxNews @DailyCaller @infowars And yes, I know they do this all the time. Still, literally the day after this horrific att…",0.097,0.716,0.188,-0.5499
192,@FoxNews,J,Thu Nov 02 00:05:43 +0000 2017,@SheriffClarke @seanhannity @FoxNews @FoxBusiness @foxandfriends Puke,0.0,0.595,0.405,-0.5267
193,@FoxNews,Joni Holz,Thu Nov 02 00:05:43 +0000 2017,RT @jaketapper: .@FoxNews chooses instead to deliberately lie about what I said. Following the slime-coated path of @DailyCaller and @infow…,0.0,1.0,0.0,0.0
194,@FoxNews,Kathy L,Thu Nov 02 00:05:43 +0000 2017,RT @KeithOlbermann: It is important to remember that for two decades @foxnews has been at peace with the erasure of American freedoms and w…,0.263,0.737,0.0,0.7579
195,@FoxNews,IAMMINE63,Thu Nov 02 00:05:43 +0000 2017,@jaketapper @FoxNews @DailyCaller @infowars You’re the real deal. Try not to get upset over people who have nothing… https://t.co/cBHE3UVDg1,0.108,0.892,0.0,0.2924
196,@FoxNews,tiredofit10 ??,Thu Nov 02 00:05:42 +0000 2017,@jaketapper @FoxNews @DailyCaller @infowars Thats how they roll.  You should have called them out way back when the… https://t.co/jy9J9b8H8a,0.0,1.0,0.0,0.0
197,@FoxNews,Malka Weiss,Thu Nov 02 00:05:42 +0000 2017,"RT @FoxNews: ""You get these radicals, and...my son is the victim"" — @SandraSmithFox's heartbreaking interview with father of NYC terror vic…",0.0,0.667,0.333,-0.8176
198,@FoxNews,Nicole,Thu Nov 02 00:05:42 +0000 2017,RT @KeithOlbermann: It is important to remember that for two decades @foxnews has been at peace with the erasure of American freedoms and w…,0.263,0.737,0.0,0.7579
199,@FoxNews,Valerie,Thu Nov 02 00:05:42 +0000 2017,@sibuyan2013 @FoxNews @POTUS They dont! They hate us and don't even try to hide it!,0.196,0.711,0.093,0.4371
200,@BBC,Off The Charts Music,Thu Nov 02 00:04:28 +0000 2017,"We just wrote about #SoundsLikeFridayNight have a read here: 

https://t.co/WxTEGqTpS4

There is some promise, we think?
@BBCR1 @BBC @NME",0.119,0.881,0.0,0.3182
201,@BBC,Ben Weeks,Thu Nov 02 00:04:18 +0000 2017,Can't not share @BBC #newsfeeds... Newspaper headlines: Fallon 'first scalp' of Commons scandal https://t.co/yckocFumge,0.1,0.725,0.175,-0.3056
202,@BBC,Ben Weeks,Thu Nov 02 00:04:18 +0000 2017,Can't not share @BBC #newsfeeds... Spurs overcome Real Madrid to reach last 16 https://t.co/bkzqVhfF8G,0.187,0.813,0.0,0.1919
203,@BBC,My2Dads,Thu Nov 02 00:04:15 +0000 2017,"Technology News @BBC Facebook ad revenue tops $10bn - Boss Mark Zuckerberg says the firm is ""serious"" about sec... https://t.co/gUaJuyHMFR",0.155,0.845,0.0,0.5106
204,@BBC,Ryan Mann,Thu Nov 02 00:03:38 +0000 2017,nice to see the @BBC @bbcthree talking about dyslexia it is still so miss understood. Wish I could talk to the #BBC about my experiences.,0.2,0.727,0.073,0.5643
205,@BBC,J D,Thu Nov 02 00:03:23 +0000 2017,Dr Bill Warner's 3 min video. @BritGirl2017 @BritainFirstHQ @UKParliament @BBC #UK #Canada @Foxnews @GOPLeader @VP https://t.co/s7OFsByW08,0.0,1.0,0.0,0.0
206,@BBC,Gabriella //Sad Girl,Thu Nov 02 00:02:37 +0000 2017,@amultifandom @bbC huaauu,0.0,1.0,0.0,0.0
207,@BBC,maqbool,Thu Nov 02 00:02:19 +0000 2017,RT @DefendingHistor: FYI @BBCWorld @BBC  re: your bizarre whitewashing of #Ukraine's neo-Nazi C14 back in March in your Ukrainian language…,0.111,0.788,0.101,0.0601
208,@BBC,R&AW PRIDE,Thu Nov 02 00:00:58 +0000 2017,@bbc British Doctors need education on criminal behavior which is 5000 times worst then Friend Request on Facebook https://t.co/AeoJBMkUuf …,0.12,0.599,0.281,-0.6486
209,@BBC,Tanuj Virani,Thu Nov 02 00:00:38 +0000 2017,RT @rcpsych: @BBC @BLennox4 @WesselyS That's it! For more info go to https://t.co/ddumnBOL7x,0.0,1.0,0.0,0.0
210,@BBC,R&AW PRIDE,Thu Nov 02 00:00:15 +0000 2017,@bbc British Doctors need education on criminal behavior which is 5000 times worst then Friend Request on Facebook… https://t.co/smPD6EdcYg,0.12,0.599,0.281,-0.6486
211,@BBC,HOW,Thu Nov 02 00:00:06 +0000 2017,"In a hyper-transparent world, youth is no mistake for unethical behavior. 30-year mistakes come back around: https://t.co/vJA5bwLF2v @BBC",0.0,0.556,0.444,-0.8555
212,@BBC,Karme,Wed Nov 01 23:59:52 +0000 2017,@HumansRights2 @eu_comission @FinancialTimes @cnni @JulianAssange @bbc @CataloniaHelp2 https://t.co/fVkGg1GsJA,0.0,1.0,0.0,0.0
213,@BBC,mel spence,Wed Nov 01 23:59:29 +0000 2017,"RT @cliodiaspora: How in the name of whatever is holy to you, Gordon Brewer, did you think this ok? How @BBC? And massive respect for @Mare…",0.199,0.801,0.0,0.7149
214,@BBC,Brian_Rice,Wed Nov 01 23:58:51 +0000 2017,RT @benzosarebad: @rcpsych @BBC @BLennox4 @WesselyS Let's drip feed the truth to the public. If patients tried to stop antidepressants the…,0.098,0.809,0.094,0.0258
215,@BBC,Brian_Rice,Wed Nov 01 23:58:49 +0000 2017,"RT @benzosarebad: @rcpsych @BBC @BLennox4 @WesselyS Prof David Healy ... ""the drug wrecked are lepers""  https://t.co/UzM8Y6k1nO  and so we…",0.0,1.0,0.0,0.0
216,@BBC,Brian_Rice,Wed Nov 01 23:58:33 +0000 2017,RT @benzosarebad: @rcpsych @BBC @BLennox4 @WesselyS Strange why BBC2 did not interview those patients permanently damaged by antidepressant…,0.0,0.773,0.227,-0.5719
217,@BBC,Ariel ??,Wed Nov 01 23:58:20 +0000 2017,@newspaperat8 @luiscappomasi @IgnacioValle3 @CarmenClausse @NKollack @lukekolifa @alasrotas2011 @asperger132… https://t.co/wo1TBs6Dhm,0.0,1.0,0.0,0.0
218,@BBC,Scots Lass,Wed Nov 01 23:58:10 +0000 2017,@BBC @back_the_BBC @bbcthree @TadhgFleming I’ll never tire of watching this! ?,0.0,1.0,0.0,0.0
219,@BBC,R&AW PRIDE,Wed Nov 01 23:58:07 +0000 2017,@bbc  What is worst?  Sending Friend request on Face book or this https://t.co/AeoJBMkUuf,0.175,0.601,0.224,-0.2263
220,@BBC,jos,Wed Nov 01 23:57:38 +0000 2017,@REBELTROOP This is the @BBC bailing.....its not women's fault that Tories are perverts &amp; it's not @BBC job to try this line.....,0.087,0.768,0.146,-0.3699
221,@BBC,Peter Grant MP,Wed Nov 01 23:57:36 +0000 2017,"RT @cliodiaspora: How in the name of whatever is holy to you, Gordon Brewer, did you think this ok? How @BBC? And massive respect for @Mare…",0.199,0.801,0.0,0.7149
222,@BBC,Tina Stewart,Wed Nov 01 23:56:55 +0000 2017,RT @rcpsych: @BBC @BLennox4 @WesselyS And results of the eight-week stress study: mindfulness was most effective in reducing stress. Key to…,0.126,0.667,0.207,-0.2975
223,@BBC,Steve Thompson,Wed Nov 01 23:56:52 +0000 2017,"Bot… https://t.co/728NoPKo79
@CNN @AC360 @MSNBC @Maddow @BBC https://t.co/oAyQnKW35S",0.0,1.0,0.0,0.0
224,@BBC,R&AW PRIDE,Wed Nov 01 23:55:16 +0000 2017,@bbc Would you suggest the same for British Doctors you are suggesting for Pakistani Doctors?… https://t.co/UybUSk81RB,0.0,1.0,0.0,0.0
225,@BBC,GDNK Dravidian,Wed Nov 01 23:54:52 +0000 2017,"Is Modiji &amp; BJP are going Blindly

@cnni
@BBC
@nytimes
@AlJazeera
@Outlookindia
@NYDailyNews
@MirrorNow
@SkyNews… https://t.co/NE62HWFUG6",0.0,1.0,0.0,0.0
226,@BBC,Anytime Fitness,Wed Nov 01 23:54:06 +0000 2017,@TwelveDaisies @BBC Looking to step up your strength training? Get 24/7 access to the best weights and equipment!… https://t.co/TIp7fr8rch,0.312,0.688,0.0,0.8268
227,@BBC,Garaidh Falconer,Wed Nov 01 23:53:49 +0000 2017,"@CorieltauviArt @BBC Agree with all you said,I can watch programmes with folk getting shot,blown up,or medical stuf… https://t.co/tRTZbtaA5F",0.128,0.872,0.0,0.3612
228,@BBC,Jacqui Jackson,Wed Nov 01 23:53:33 +0000 2017,@BBC I'm sure you think the new Junior Drs is edgy?I'm thinking arrogant and irreverent-2 pups talking patient's vagina at the gym? Really?,0.086,0.782,0.133,-0.3094
229,@BBC,paul teviotdale,Wed Nov 01 23:53:06 +0000 2017,@BBC @bbcthree He is stunning I need treatment by him pleaseeeeeeee ??,0.206,0.794,0.0,0.3818
230,@BBC,Jim,Wed Nov 01 23:52:32 +0000 2017,RT @Cagsil: @blondiesa @Twitter @BBC Bilderberg is more like it- #NewWorldOrder/#NWO trying to desperately hold on.,0.144,0.722,0.134,0.0498
231,@BBC,ThatBlokeThere,Wed Nov 01 23:52:19 +0000 2017,"@AlbertOwenMP @LouHaigh @Keir_Starmer Although to watch, listen to or read @BBC news, you wouldn't know anything ab… https://t.co/PPIviliNfe",0.0,1.0,0.0,0.0
232,@BBC,On The Radar,Wed Nov 01 23:51:43 +0000 2017,RT @P_o_K_1: The @BBC is so terrorized by Islamic terrorism that they don’t even dare to say “Allah akbar”.It’s seems that they’re “more af…,0.0,0.691,0.309,-0.8966
233,@BBC,Helen McGhie,Wed Nov 01 23:51:41 +0000 2017,The Junior Doctors programme  is well good but @BBC need to make a programme on newly qualified/junior nurses too ?,0.179,0.821,0.0,0.3612
234,@BBC,Abu Bakr Alvarez,Wed Nov 01 23:51:15 +0000 2017,"RT @AWAKEALERT: Which News Media Are The Biggest Liars
Please vote and RT 

@RT_com @CNN @Foxnews @BBC #Mueller #NorthKorea #Iran 
#Hallowe…",0.093,0.769,0.138,-0.2732
235,@BBC,Paula Dennis,Wed Nov 01 23:50:50 +0000 2017,RT @wayneywarby: How good was #BluePlanet2 love it!! Money well spent @BBC,0.521,0.479,0.0,0.8684
236,@BBC,San ?or? ?? ??,Wed Nov 01 23:50:28 +0000 2017,"RT @marlenerein: @RokoHorvat1 @V_of_Europe @BBC Well, for at least, Poland isn't only praying but acting. We need people determined to figh…",0.192,0.744,0.064,0.4758
237,@BBC,Jessica Penguin,Wed Nov 01 23:49:28 +0000 2017,"RT @FanpageSheamus: #Repost @wwecesaro (@get_repost)
???
Talking football for @bbc before #WWEGlasgow we are #TheBar @fathersons_ @wwe… htt…",0.0,1.0,0.0,0.0
238,@BBC,Gonzalo Parra,Wed Nov 01 23:49:23 +0000 2017,"RT @JusapolCesar: @ManuelHuertas75 @AhoraPlataforma @jusapol #EquiparacionYa gracias por su apoyo,@jusapol ,@rt @CNNEE @Le_Figaro @bbc @zoi…",0.0,1.0,0.0,0.0
239,@BBC,Tanuj Virani,Wed Nov 01 23:48:48 +0000 2017,RT @rcpsych: @BBC @BLennox4 @WesselyS And results of the eight-week stress study: mindfulness was most effective in reducing stress. Key to…,0.126,0.667,0.207,-0.2975
240,@BBC,KY,Wed Nov 01 23:48:28 +0000 2017,@bbc @voa @HizbawiM I agree 100% https://t.co/MjTQHFgibA,0.333,0.667,0.0,0.3612
241,@BBC,Mark Curry,Wed Nov 01 23:47:34 +0000 2017,@NiceEtoile @dontbrexitfixit @BBC At least say thank you for sharing before trying to talk about manners.,0.275,0.725,0.0,0.6486
242,@BBC,Aokoi,Wed Nov 01 23:46:57 +0000 2017,RT @P_o_K_1: The @BBC is so terrorized by Islamic terrorism that they don’t even dare to say “Allah akbar”.It’s seems that they’re “more af…,0.0,0.691,0.309,-0.8966
243,@BBC,Petros Berhe,Wed Nov 01 23:46:44 +0000 2017,"RT @Ab_Metkel: I'm tweeting from #Eritrea yet @BBC reports that ""The authorities also appear to have cut the internet.."" #FakeNews 
https:/…",0.0,0.905,0.095,-0.2732
244,@BBC,Sophie Dubois,Wed Nov 01 23:46:29 +0000 2017,"Ladies empowerment in the Gov of #UAE
@UN @bbc @lemondefr 
#UAE_Glitter https://t.co/pNZOlZKHpy",0.0,1.0,0.0,0.0
245,@BBC,Catherine Wilson,Wed Nov 01 23:46:21 +0000 2017,@TruculentTim @cliodiaspora @BBC @MareeToddSNP Somewhat. Speaking up and being interrogated are two different thing… https://t.co/81QYjxopvg,0.0,0.843,0.157,-0.3818
246,@BBC,John Hale,Wed Nov 01 23:46:14 +0000 2017,RT @P_o_K_1: The @BBC is so terrorized by Islamic terrorism that they don’t even dare to say “Allah akbar”.It’s seems that they’re “more af…,0.0,0.691,0.309,-0.8966
247,@BBC,Peter James,Wed Nov 01 23:45:57 +0000 2017,"@GavGordonToGo @BBCiPlayer @BBC Don't know what tech you have Gav, but a mini jack to mini jack lead from output of… https://t.co/CgrfKQNLdC",0.0,1.0,0.0,0.0
248,@BBC,Dr Iain MacInnes,Wed Nov 01 23:45:08 +0000 2017,"RT @cliodiaspora: How in the name of whatever is holy to you, Gordon Brewer, did you think this ok? How @BBC? And massive respect for @Mare…",0.199,0.801,0.0,0.7149
249,@BBC,Barry Goodman,Wed Nov 01 23:45:00 +0000 2017,@Social_Stephen @McWill99 @jonathanrea @BBC @BBCSPOTY @northwest200 @GIrwinRacing @Lee_johnston13 @radiostephen… https://t.co/tH748s9Sbr,0.0,1.0,0.0,0.0
250,@BBC,Zahir Ariaie,Wed Nov 01 23:44:53 +0000 2017,"@FroghWazhma @VOADariAfghan @VOAPashto @BBC @bbcdari @bbcpashto Farsi Dari is the name of our language, it is one language not two !",0.0,1.0,0.0,0.0
251,@BBC,Marlene Danko,Wed Nov 01 23:42:58 +0000 2017,"RT @AWAKEALERT: Which News Media Are The Biggest Liars
Please vote and RT 

@RT_com @CNN @Foxnews @BBC #Mueller #NorthKorea #Iran 
#Hallowe…",0.093,0.769,0.138,-0.2732
